Player_Name,Team,Season,Position_Played,Minutes_Played,Games_Played,Goals,Assists,Shots_on_Target,Key_Passes,Cards_Y,Cards_R,xG,xA,xGChain,xGBuildup,Non_Penalty_Goals,npxG
Joselu,Hannover 96,2014/2015,FW,2477,30,8,3,79,17,4,0,10.101104065775871,3.608121912926435,12.949548777192833,3.7573569985106583,7,8.585553079843521
Anthony Modeste,Hoffenheim,2014/2015,FW,1303,26,7,1,58,10,2,0,8.161447593476623,0.3414448034018278,8.586862087249756,1.175188086926937,7,8.161447593476623
Naldo,Wolfsburg,2014/2015,DF,2880,32,7,2,50,11,5,0,2.849737787619233,2.206444780342281,7.731551898643374,7.400895385071635,7,2.849737787619233
Daniel Caligiuri,Wolfsburg,2014/2015,MF,1651,28,7,3,38,27,1,0,4.814295237883925,3.1188060957938433,12.53475641924888,5.7966529643163085,7,4.814295237883925
Ivica Olic,"Hamburger SV,Wolfsburg",2014/2015,FW,2271,30,7,0,48,22,3,0,4.837381643243134,1.7269690334796906,7.817598316818476,2.9255739264190197,7,4.837381643243134
Marco Reus,Borussia Dortmund,2014/2015,FW,1574,20,7,5,65,49,1,0,7.951785679906607,5.261480186134577,15.548357240855694,5.912264311686158,7,7.951785679906607
Daniel Ginczek,VfB Stuttgart,2014/2015,FW,1250,18,7,2,34,22,3,0,8.64481982961297,2.334586475044489,10.095300048589706,1.0377904986962676,7,8.64481982961297
Roberto Firmino,Hoffenheim,2014/2015,FW,2921,33,7,10,95,68,5,0,9.12211690749973,8.999862399883568,18.751602785661817,4.471247663721442,7,9.12211690749973
Julian Schieber,Hertha Berlin,2014/2015,FW,1284,16,7,0,27,10,1,0,4.557997262105346,0.6480462895706296,5.068352399393916,0.3816825989633798,7,4.557997262105346
Salomon Kalou,Hertha Berlin,2014/2015,FW,1858,27,6,0,49,18,2,0,7.2618358284235,1.856371954083443,9.535783275030552,2.310411269776523,4,5.74627985060215
Vladimir Darida,Freiburg,2014/2015,FW,2422,31,6,1,49,24,3,1,6.00559875369072,2.047906780615449,7.473121523857117,4.714330146089196,1,1.459101386368275
Yunus Malli,Mainz 05,2014/2015,FW,2186,31,6,4,47,31,2,0,5.146579118445516,3.9586435901001096,11.395914563909171,4.077946458011866,6,5.146579118445516
Josip Drmic,Bayer Leverkusen,2014/2015,FW,775,25,6,1,21,8,1,0,3.7455506436526775,0.6070146868005395,4.917565423995256,0.764191010966897,6,3.7455506436526775
Elias Kachunga,Paderborn,2014/2015,FW,2224,32,6,1,55,21,4,0,7.732157791033387,0.6422295114025474,8.226144224405289,2.2039115633815527,6,7.732157791033387
Paul Verhaegh,Augsburg,2014/2015,DF,2339,27,6,1,20,15,4,1,5.617854645475745,2.104887797497213,5.040092210285366,3.1911679059267044,0,0.3134973971173167
Zlatko Junuzovic,Werder Bremen,2014/2015,MF,2901,33,6,12,61,77,6,0,3.848327087238431,8.332127146422863,9.288027355447412,5.760264272801578,6,3.848327087238431
Ricardo Rodríguez,Wolfsburg,2014/2015,DF,2295,26,6,4,33,54,2,0,3.284564483910799,4.228736471384764,9.936141917482018,7.258907958865166,3,1.0112335793673992
Christian Gentner,VfB Stuttgart,2014/2015,MF,2941,33,5,3,44,40,6,0,4.558575117960572,5.277544528245926,12.742467479780316,6.960422020405531,5,4.558575117960572
Eugen Polanski,Hoffenheim,2014/2015,MF,2546,30,5,0,38,15,7,0,2.758483656682074,1.0933237075805664,8.713925999589264,7.090640558861196,3,1.2429299103096128
Matthias Lehmann,FC Cologne,2014/2015,MF,2848,32,5,1,25,29,9,0,3.8545661624521017,1.4760566912591455,6.383603003807366,5.546308260411024,1,0.8234583754092455
Marcel Risse,FC Cologne,2014/2015,MF,2266,29,5,3,60,31,3,0,2.7119164671748877,3.918101732619107,8.114043358713388,2.2339658895507455,5,2.7119164671748877
Ja-Cheol Koo,Mainz 05,2014/2015,MF,1489,23,5,1,34,14,3,0,5.81465570256114,1.2292221896350384,7.1383106503635645,3.5569322295486927,2,3.541328612715006
Shinji Kagawa,Borussia Dortmund,2014/2015,MF,1883,28,5,5,38,49,2,0,5.0519452188164,3.917681783437729,14.911298288032413,7.453120408579707,5,5.0519452188164
Franck Ribéry,Bayern Munich,2014/2015,FW,958,15,5,7,22,29,2,0,2.082653434947133,3.76401349902153,8.992030635476112,5.384175702929497,5,2.082653434947133
Max Meyer,Schalke 04,2014/2015,MF,1861,28,5,1,32,30,0,0,2.8386893570423126,2.2112761046737432,6.831826580688357,2.4116298109292984,5,2.8386893570423126
Hiroshi Kiyotake,Hannover 96,2014/2015,MF,2541,32,5,5,33,69,2,0,2.69757929071784,5.580106437206268,10.75640336982906,6.321272337809205,5,2.69757929071784
Ivan Perisic,Wolfsburg,2014/2015,MF,1739,24,5,4,43,26,4,0,6.0882715145125985,4.926387394312769,10.723395593464376,4.890473712235689,5,5.330494538880885
Bastian Schweinsteiger,Bayern Munich,2014/2015,MF,1361,20,5,4,29,31,4,0,2.1745131593197584,2.2190834134817123,7.016763024032116,4.264380447566509,5,2.1745131593197584
Roy Beerens,Hertha Berlin,2014/2015,MF,2078,27,4,1,27,21,2,0,2.6981153897941113,1.6396480314433577,5.420406038872898,1.8612947193905711,4,2.6981153897941113
Lukas Rupp,Paderborn,2014/2015,FW,2010,31,4,1,32,30,3,0,2.587366007268429,2.207702717743814,6.88841287791729,2.880638361908495,4,2.587366007268429
Tarik Elyounoussi,Hoffenheim,2014/2015,MF,1490,25,4,1,25,23,1,0,4.818953382782638,1.761174874380231,7.924566360190511,1.9782646093517544,4,4.818953382782638
Jonathan Schmid,Freiburg,2014/2015,FW,2826,33,4,8,60,64,2,0,5.148358169943094,6.221347338054329,9.149546625092626,3.1016976833343506,4,5.148358169943094
Sebastian Rudy,Hoffenheim,2014/2015,DF,2246,29,4,3,23,45,9,0,2.9709952045232058,3.3963386616669595,6.726346638053656,4.662760779261589,4,2.2132188100367785
Fin Bartels,Werder Bremen,2014/2015,FW,2420,29,4,4,46,30,5,0,3.9003819674253464,4.014332244172692,9.686123674735429,2.966143539175391,4,3.9003819674253464
Maximilian Arnold,Wolfsburg,2014/2015,MF,1668,27,4,2,34,24,8,0,3.582403425127268,2.1666150260716677,8.82802588492632,4.046524181962013,4,3.582403425127268
Pierre-Michel Lasogga,Hamburger SV,2014/2015,FW,1862,26,4,0,66,14,2,0,5.359029703773558,2.1310444278642535,7.976521482691169,1.381941610947251,4,5.359029703773558
Admir Mehmedi,Freiburg,2014/2015,FW,2254,28,4,1,51,29,3,0,5.144821177236736,1.5700534023344517,8.266532411798835,4.16209910530597,4,4.3870446821674705
Julian Brandt,Bayer Leverkusen,2014/2015,MF,1095,25,4,2,20,25,0,0,2.015579901635647,2.4578238958492875,7.028103088028729,3.959023000672459,4,2.015579901635647
Daniel Didavi,VfB Stuttgart,2014/2015,FW,742,11,4,0,32,11,3,0,2.7108103409409523,0.6329343011602759,3.039795335382223,1.2882697833701968,4,2.7108103409409523
Johannes Geis,Mainz 05,2014/2015,MF,2969,34,4,3,78,74,4,0,3.4362113904207945,4.470460120588541,8.211831659078598,7.32412404101342,3,2.6784343123435974
Ádám Szalai,Hoffenheim,2014/2015,FW,1311,26,4,4,36,24,2,1,4.614538604393601,3.4451176337897778,6.84038095921278,1.466468507423997,4,4.614538604393601
Rafael van der Vaart,Hamburger SV,2014/2015,MF,1653,24,4,1,33,30,10,0,4.405372489243746,1.8889536829665303,3.920925852842629,1.9249623836949468,1,2.1320415176451206
Änis Ben-Hatira,Hertha Berlin,2014/2015,MF,838,15,4,4,23,13,3,0,3.2442716658115387,2.6040541287511587,4.869775254279375,0.2461983039975166,4,3.2442716658115387
Mike Frantz,Freiburg,2014/2015,FW,1191,25,4,1,23,12,3,0,3.493230452761054,1.234886897727847,5.093009447678924,1.4539163056761026,4,3.493230452761054
Alexander Madlung,Eintracht Frankfurt,2014/2015,DF,1343,22,4,0,16,1,5,0,1.567816101945937,0.0105007998645305,1.7001442797482014,1.6357912812381985,4,1.567816101945937
Moritz Stoppelkamp,Paderborn,2014/2015,FW,2182,27,4,2,66,43,5,0,5.591959290206432,4.070896708406508,10.24994713999331,2.722047967836261,4,5.591959290206432
Valentin Stocker,Hertha Berlin,2014/2015,FW,1863,26,3,4,35,28,6,0,3.0133258691057563,2.99260875210166,6.678475085645914,2.24511307105422,3,3.0133258691057563
Stefan Bell,Mainz 05,2014/2015,DF,2790,31,3,1,23,6,2,0,2.4881675196811557,1.2730390578508377,5.954133505932987,5.004367484711111,3,2.4881675196811557
Filip Kostic,VfB Stuttgart,2014/2015,MF,1511,28,3,5,47,37,5,0,3.3815036546438932,7.317620879039168,10.179651699960232,4.719167400151491,3,3.3815036546438932
Timo Werner,VfB Stuttgart,2014/2015,FW,1620,32,3,1,30,15,1,0,2.5709828101098537,1.52100520581007,5.099785163998604,1.517948574386537,3,2.5709828101098537
Theodor Gebre Selassie,Werder Bremen,2014/2015,DF,2276,26,3,1,18,19,0,0,2.9811026407405734,1.0419332813471556,3.5104883704334497,2.8985981894657016,3,2.9811026407405734
Yuya Osako,FC Cologne,2014/2015,FW,1519,28,3,3,31,12,1,0,4.085697970353067,1.681979823857546,7.656343195587397,2.9066530568525195,3,4.085697970353067
Sven Schipplock,Hoffenheim,2014/2015,FW,797,25,3,0,27,8,4,0,3.4034453090280294,0.9139162003993988,4.79873582161963,1.90636027418077,3,3.4034453090280294
Zoltán Stieber,Hamburger SV,2014/2015,FW,1530,25,3,2,33,31,1,0,2.8872565841302276,1.9409325998276472,5.791960940696299,1.9185604443773627,3,2.8872565841302276
Tim Matavz,Augsburg,2014/2015,FW,509,16,3,1,17,4,0,0,1.5708873830735683,0.3033566027879715,1.8940461222082376,0.1685506980866193,3,1.5708873830735683
Halil Altintop,Augsburg,2014/2015,FW,2485,31,3,4,37,51,1,0,3.87714971229434,5.702582058496773,12.62675659544766,5.25556013174355,3,3.87714971229434
Marc Stendera,Eintracht Frankfurt,2014/2015,FW,1855,26,3,5,24,31,6,0,1.242120605893433,3.0578756649047136,7.387060787528753,4.957602703943849,3,1.242120605893433
Ilkay Gündogan,Borussia Dortmund,2014/2015,MF,1913,23,3,4,40,28,2,0,2.229732790030539,3.229163646697998,12.495804113335907,9.18923361133784,3,2.229732790030539
Henrikh Mkhitaryan,Borussia Dortmund,2014/2015,MF,1919,28,3,4,69,45,4,0,5.73627798166126,6.632590172812343,14.594517955556512,6.200587013736367,3,5.73627798166126
Jonas Hofmann,"Borussia Dortmund,Mainz 05",2014/2015,FW,638,12,3,0,12,4,1,0,2.3375838734209538,0.31257239356637,2.2252926975488663,1.0381138231605291,2,1.57980689778924
Leroy Sané,Schalke 04,2014/2015,FW,607,13,3,0,12,5,1,0,2.075839973986149,0.8094686716794968,3.176598373800516,1.106384702026844,3,2.075839973986149
Ronny,Hertha Berlin,2014/2015,MF,933,19,3,2,22,16,4,0,1.5590599924325943,1.7796112075448036,1.743272129446268,1.0040193162858486,2,0.8012828938663006
Florian Klein,VfB Stuttgart,2014/2015,DF,2957,34,3,2,22,23,2,0,2.065686412155628,2.029786905273795,6.553472984582186,3.5852763466537,2,1.3079094365239143
Gojko Kacar,Hamburger SV,2014/2015,MF,709,13,3,0,10,7,4,0,1.14413888938725,0.2400258053094148,1.7757609114050863,1.6332230288535357,3,1.14413888938725
André Hahn,Borussia M.Gladbach,2014/2015,FW,1313,23,3,2,37,12,3,0,3.6463521365076303,2.5381936207413673,6.357201235368848,1.148645520210266,3,3.6463521365076303
Sebastian Prödl,Werder Bremen,2014/2015,DF,1741,22,3,1,19,4,5,0,2.248267736285925,1.146436169743538,2.608460534363985,2.0211393497884274,3,2.248267736285925
Ciro Immobile,Borussia Dortmund,2014/2015,FW,953,24,3,1,42,8,1,0,4.7834832314401865,0.6823710845783353,5.215689964592457,1.2569430228322744,3,4.025706814602017
Elkin Soto,Mainz 05,2014/2015,MF,409,16,3,1,9,4,3,0,0.914477678015828,0.4070873893797397,2.101529750972986,0.7886955472640693,3,0.914477678015828
Jimmy Briand,Hannover 96,2014/2015,FW,2076,29,3,6,38,25,2,0,3.355181099846959,3.1068984111770988,8.662259541451931,4.146408950909972,3,3.355181099846959
Alban Meha,Paderborn,2014/2015,MF,1218,18,3,0,61,21,1,0,2.47548474278301,1.4702180568128824,2.8276690458878875,1.9419669713824987,2,1.71770831476897
Tranquillo Barnetta,Schalke 04,2014/2015,MF,1061,22,3,4,19,34,0,0,2.577630292624235,1.7110311654396355,4.416087148711085,1.4193459004163742,3,2.577630292624235
Mario Vrancic,Paderborn,2014/2015,MF,2122,30,2,1,22,61,5,0,1.7019308852031827,4.042513879016042,6.831635197624564,4.113268576562405,2,1.7019308852031827
Jairo Samperio,Mainz 05,2014/2015,FW,1104,22,2,2,12,10,2,0,0.6139167929068208,1.5482600945979357,3.214034518226981,1.9038785211741924,2,0.6139167929068208
Alexandru Maxim,VfB Stuttgart,2014/2015,MF,1413,25,2,6,27,44,3,0,2.6506012296304107,4.418616503477097,9.63933082856238,5.058069925755262,2,2.6506012296304107
Marcelo,Hannover 96,2014/2015,DF,3060,34,2,0,21,5,4,0,2.0655665127560496,0.2245506960898637,4.719721741974354,4.522696640342474,2,2.0655665127560496
Salif Sané,Hannover 96,2014/2015,DF,1437,18,2,0,21,8,8,0,0.7950178175233305,0.413952499628067,2.956306873820722,2.631258798763156,2,0.7950178175233305
Jannik Vestergaard,"Hoffenheim,Werder Bremen",2014/2015,DF,1434,21,2,0,13,0,3,0,1.1350679034367204,0.0,1.5671735610812902,0.9809626806527376,2,1.1350679034367204
Assani Lukimya,Werder Bremen,2014/2015,DF,1745,22,2,2,14,11,1,0,1.5051464065909386,1.152506927959621,2.612273683771491,2.1944230324588716,2,1.5051464065909386
Pawel Olkowski,FC Cologne,2014/2015,DF,2113,27,2,2,22,14,1,1,1.3539198087528348,2.1174240950495005,5.582957446575165,2.376932740211487,2,1.3539198087528348
Jonas Hector,FC Cologne,2014/2015,DF,2970,33,2,0,20,29,2,0,1.066105019301176,1.8659476609900592,5.356589684262872,3.861883521080017,2,1.066105019301176
Julian Draxler,Schalke 04,2014/2015,MF,768,15,2,1,23,11,1,1,2.0694433450698853,0.62160549685359,3.2201213017106056,1.2888502180576324,2,2.0694433450698853
Robin Knoche,Wolfsburg,2014/2015,DF,2295,27,2,0,10,6,0,0,1.6237198691815138,1.2113648438826203,5.050017645582557,4.674929684028029,2,1.6237198691815138
Aaron Hunt,Wolfsburg,2014/2015,MF,413,15,2,0,9,12,1,0,1.1295794770121574,0.3233286030590534,3.5552020389586687,2.4915197249501944,2,1.1295794770121574
Christoph Kramer,Borussia M.Gladbach,2014/2015,MF,2509,30,2,1,11,25,6,0,1.05617920961231,2.100830089300871,10.385723634622993,8.541899195872247,2,1.05617920961231
Kyriakos Papadopoulos,Bayer Leverkusen,2014/2015,DF,831,14,2,1,17,2,5,0,1.7860457692295313,0.1406037025153637,0.5450492072850466,0.486258203163743,2,1.7860457692295313
Håvard Nordtveit,Borussia M.Gladbach,2014/2015,DF,891,22,2,0,12,5,2,1,1.1135913971811533,0.464583883062005,1.8303668051958084,1.5911328867077827,2,1.1135913971811533
Granit Xhaka,Borussia M.Gladbach,2014/2015,MF,2641,30,2,1,61,22,10,1,2.166389445774257,1.5732761044055223,16.471265353262424,14.596777062863111,2,2.166389445774257
Oscar Wendt,Borussia M.Gladbach,2014/2015,DF,2294,26,2,1,8,12,4,0,0.681535392999649,0.9828235954046248,10.600961472839115,9.230268141254784,2,0.681535392999649
Ibrahima Traoré,Borussia M.Gladbach,2014/2015,MF,835,24,2,1,23,21,3,0,1.6418969053775072,1.9675845028832557,5.002992099151015,2.3864787090569735,2,1.6418969053775072
Branimir Hrgota,Borussia M.Gladbach,2014/2015,FW,700,17,2,3,15,12,0,0,2.8970672823488712,1.5612951777875423,5.531452868133783,1.8943543322384355,2,2.8970672823488712
Philipp Lahm,Bayern Munich,2014/2015,DF,1407,20,2,2,13,31,0,0,1.4807110708206892,2.1061397809535265,12.286251129582524,9.888144293799996,2,1.4807110708206892
Sebastian Rode,Bayern Munich,2014/2015,DF,951,22,2,5,13,24,2,0,1.0762816928327084,3.737343231216073,9.462074944749476,7.126476176083088,2,1.0762816928327084
Xabi Alonso,Bayern Munich,2014/2015,DF,1977,26,2,3,20,35,6,0,0.8904338357970119,2.021111683920026,11.908170823007822,11.088519539684055,2,0.8904338357970119
Ragnar Klavan,Augsburg,2014/2015,DF,3060,34,2,0,16,6,1,0,1.5781315248459578,0.2177865030243992,4.764019154012203,4.514457822777331,2,1.5781315248459578
Marco Russ,Eintracht Frankfurt,2014/2015,DF,2224,26,2,3,18,11,5,0,2.4000679003074765,1.362811200320721,6.500919661484659,5.2460120273754,2,2.4000679003074765
Neven Subotic,Borussia Dortmund,2014/2015,DF,2272,28,2,0,19,11,9,0,1.08924129139632,0.4661984108388424,7.769882407039404,7.488760504871607,2,1.08924129139632
Gonzalo Castro,Bayer Leverkusen,2014/2015,DF,1781,22,2,7,30,34,4,0,3.1017829021438956,4.4722959361970425,8.89653853699565,3.950015159323811,2,3.1017829021438956
Adrián Ramos,Borussia Dortmund,2014/2015,FW,707,18,2,2,19,17,0,0,2.9587681107223034,1.4532012389972806,5.211286962032318,1.5184164233505726,2,2.9587681107223034
Joel Matip,Schalke 04,2014/2015,DF,1548,21,2,0,17,5,2,1,2.8508092015981674,0.3057391103357076,2.4976778607815504,2.0110386945307255,2,2.8508092015981674
Benedikt Höwedes,Schalke 04,2014/2015,DF,2487,28,2,0,11,7,8,0,1.5853187963366508,1.6977862901985643,3.8701159451156855,3.5144508592784405,2,1.5853187963366508
Pierre-Emile Højbjerg,"Augsburg,Bayern Munich",2014/2015,MF,1292,24,2,3,32,19,5,0,1.2763833962380886,1.78506710100919,3.6927480520680542,1.9821842201054096,2,1.2763833962380886
Roman Neustädter,Schalke 04,2014/2015,DF,2423,29,2,0,14,9,6,0,0.6240500006824732,0.4414488794282079,5.736843548715115,5.345772125758231,2,0.6240500006824732
Artur Sobiech,Hannover 96,2014/2015,FW,521,19,2,1,11,6,0,0,2.438158655539155,0.9699767846614122,3.7186167035251856,1.4969616485759616,2,2.438158655539155
Felix Klaus,Freiburg,2014/2015,MF,2234,31,2,2,41,17,5,0,3.4237297158688307,1.1110611222684383,6.3683236334472895,2.18803018797189,2,3.4237297158688307
Mats Hummels,Borussia Dortmund,2014/2015,DF,2034,24,2,0,22,9,2,0,0.959442392922938,0.5257392972707748,6.039591909386218,5.785898854024708,2,0.959442392922938
Luiz Gustavo,Wolfsburg,2014/2015,MF,2634,31,2,0,36,19,11,0,3.7818164750933647,1.0630228947848082,12.118944339454174,10.283543607220054,2,3.7818164750933647
Tin Jedvaj,Bayer Leverkusen,2014/2015,DF,1664,22,2,1,16,7,6,1,1.1727734031155703,0.2031614994630217,2.6982098259031773,1.9427431635558603,2,1.1727734031155703
Christian Fuchs,Schalke 04,2014/2015,DF,1713,25,2,4,16,33,3,0,0.7913732938468456,3.924275778234005,5.205229577142745,2.4134198022074997,2,0.7913732938468456
Uwe Hünemeier,Paderborn,2014/2015,DF,2816,32,2,2,30,9,4,0,1.8722357265651224,1.2220481941476464,3.629909209907055,2.6886548157781363,2,1.8722357265651224
Srdjan Lakic,Paderborn,2014/2015,FW,1004,17,2,2,15,6,3,0,1.292817484587431,0.730251906439662,2.1652529761195183,0.5220247860997915,2,1.292817484587431
Lucas Piazon,Eintracht Frankfurt,2014/2015,FW,1046,22,2,0,10,20,3,0,1.4780407808721066,2.4316983222961426,5.719160445034504,2.9853919874876738,2,1.4780407808721066
Marcell Jansen,Hamburger SV,2014/2015,DF,1058,15,2,1,19,9,1,0,0.8916613142937422,1.1621914319694042,3.0987419579178095,1.3288746569305658,2,0.8916613142937422
Sejad Salihovic,Hoffenheim,2014/2015,MF,437,13,2,0,12,11,3,0,1.9223830103874209,0.7091477941721678,1.8216246776282787,1.4479840099811554,0,0.4068293999880552
Marc-Oliver Kempf,Freiburg,2014/2015,DF,917,13,2,0,4,4,3,0,0.4672894887626171,0.2948315963149071,0.4312543980777263,0.2632047981023788,2,0.4672894887626171
Sami Allagui,"Hertha Berlin,Mainz 05",2014/2015,FW,807,20,2,0,29,10,4,0,3.4142097793519497,1.0264689084142449,2.8737814277410507,1.2742163157090545,2,3.4142097793519497
Luca Caldirola,Werder Bremen,2014/2015,DF,470,7,1,0,1,1,2,1,0.4327000081539154,0.0606867000460624,0.5550536103546619,0.1223536022007465,1,0.4327000081539154
Júnior Díaz,Mainz 05,2014/2015,DF,1435,19,1,1,16,10,4,0,1.4027020260691645,1.8244205163791776,2.3720015776343644,0.8312684553675354,1,1.4027020260691645
Slobodan Rajkovic,Hamburger SV,2014/2015,DF,980,11,1,0,4,1,1,0,0.498949708417058,0.0322850011289119,0.5957219935953617,0.5634370036423206,1,0.498949708417058
Sebastian Langkamp,Hertha Berlin,2014/2015,DF,1354,16,1,0,5,0,3,1,0.357213594019413,0.0,1.1085084080696106,1.1085084080696106,1,0.357213594019413
John Brooks,Hertha Berlin,2014/2015,DF,2185,27,1,0,15,1,5,0,1.2048656679689884,0.0099279899150133,1.5858047641813755,1.5047254636883736,1,1.2048656679689884
Mitchell Weiser,Bayern Munich,2014/2015,FW,776,13,1,4,7,10,2,0,0.6454821135848761,1.204353392124176,5.350668229162693,4.233428351581097,1,0.6454821135848761
Jens Hegeler,Hertha Berlin,2014/2015,DF,1356,24,1,1,7,3,4,0,0.9319756738841534,0.4943893142044544,1.5712903793901205,1.0743475873023272,0,0.1741986982524395
Genki Haraguchi,Hertha Berlin,2014/2015,MF,1385,21,1,0,24,13,2,0,2.52588121779263,1.4701654985547066,4.493948645889759,0.5592150092124939,1,2.52588121779263
Niko Bungert,Mainz 05,2014/2015,DF,2122,26,1,1,17,5,4,0,1.750021481886506,0.9074686728417872,3.8002101946622138,2.732166202738881,1,1.750021481886506
Pablo De Blasis,Mainz 05,2014/2015,FW,1140,20,1,4,18,19,1,0,0.8610476963222027,2.465522062033415,4.768521098420024,1.9389805756509304,1,0.8610476963222027
Christian Clemens,"Mainz 05,Schalke 04",2014/2015,DF,682,17,1,0,17,9,0,0,2.097909154370427,0.4129630038514733,4.1639764765277505,2.0282191913574934,1,2.097909154370427
Daniel Schwaab,VfB Stuttgart,2014/2015,DF,2346,31,1,0,12,17,1,1,1.3194360062479973,1.6576069677248595,4.728974114172161,3.587645777501166,1,1.3194360062479973
