Player,Pos,Min,Gls,Ast,Sh,SoT,CrdY,CrdR,TklW,Int,Fls,Fld,Team,Match_ID,Date,Season
Christopher Trimmel,RM,62,0,0,0,0,0,0,1,0,1,0,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Josip Juranović,"DF,MF",28,0,0,0,0,0,0,1,1,0,0,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Diogo Leite,CB,90,0,0,1,0,0,0,1,2,2,3,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Kevin Vogt,CB,90,0,0,0,0,0,0,0,0,0,1,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Danilho Doekhi,CB,90,0,0,0,0,0,0,0,2,0,1,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Frederik Rønnow,GK,90,0,0,2,0,0,0,0,0,0,0,Union Berlin,8d50a0dc,April-6-2024,2023-2024
16 Players,,944,0,0,9,0,3,1,8,11,10,14,Union Berlin,8d50a0dc,April-6-2024,2023-2024
Borja Iglesias,FW,66,0,0,2,1,0,0,0,0,0,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Victor Boniface,FW,24,0,0,0,0,0,0,0,0,1,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Adam Hložek,AM,32,0,0,1,0,0,0,0,0,1,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Amine Adli,"FW,MF",58,0,0,2,2,1,0,1,0,1,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Florian Wirtz,AM,90,1,0,2,1,0,0,0,0,0,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Álex Grimaldo,DM,90,0,0,3,2,0,0,2,0,1,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Granit Xhaka,DM,90,0,0,1,0,0,0,0,0,0,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Robert Andrich,DM,90,0,0,2,1,1,0,1,1,3,1,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Nathan Tella,DM,78,0,0,2,1,0,0,2,0,2,2,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Jeremie Frimpong,"DF,MF",12,0,0,2,0,0,0,1,0,0,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Piero Hincapié,CB,90,0,0,2,0,0,0,2,0,0,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Jonathan Tah,CB,90,0,0,1,0,0,0,0,1,4,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Odilon Kossounou,CB,90,0,0,0,0,0,0,0,2,1,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Lukáš Hrádecký,GK,90,0,0,0,0,0,0,0,0,0,0,Leverkusen,8d50a0dc,April-6-2024,2023-2024
14 Players,,990,1,0,20,8,2,0,9,4,14,9,Leverkusen,8d50a0dc,April-6-2024,2023-2024
Amine Adli,FW,81,0,0,2,2,1,0,0,2,2,4,Leverkusen,cb3e9794,February-10-2024,2023-2024
Jonas Hofmann,MF,9,0,0,0,0,0,0,0,0,0,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Florian Wirtz,AM,89,0,0,1,0,0,0,0,0,1,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Adam Hložek,"FW,MF",1,0,0,0,0,0,0,0,0,0,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Nathan Tella,AM,64,0,1,2,2,0,0,0,0,1,1,Leverkusen,cb3e9794,February-10-2024,2023-2024
Jeremie Frimpong,"DF,MF",26,1,0,3,1,0,0,0,0,0,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Álex Grimaldo,DM,89,1,0,1,1,0,0,0,1,0,1,Leverkusen,cb3e9794,February-10-2024,2023-2024
Gustavo Puerta,MF,1,0,0,0,0,0,0,0,0,1,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Robert Andrich,DM,90,0,1,1,0,0,0,1,0,2,3,Leverkusen,cb3e9794,February-10-2024,2023-2024
Granit Xhaka,DM,90,0,0,1,0,0,0,0,1,3,2,Leverkusen,cb3e9794,February-10-2024,2023-2024
Josip Stanišić,DM,90,1,0,1,1,0,0,1,1,2,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Piero Hincapié,CB,90,0,0,1,0,0,0,2,2,0,1,Leverkusen,cb3e9794,February-10-2024,2023-2024
Jonathan Tah,CB,90,0,0,1,1,0,0,0,1,0,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Edmond Tapsoba,CB,90,0,1,0,0,1,0,1,2,1,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
Lukáš Hrádecký,GK,90,0,0,0,0,1,0,0,0,0,0,Leverkusen,cb3e9794,February-10-2024,2023-2024
15 Players,,990,3,3,14,8,3,0,5,10,13,12,Leverkusen,cb3e9794,February-10-2024,2023-2024
Harry Kane,FW,90,0,0,1,0,0,0,0,0,0,1,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Jamal Musiala,AM,80,0,0,1,0,0,0,0,1,0,5,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Eric Maxim Choupo-Moting,"FW,MF",10,0,0,0,0,0,0,0,0,0,1,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Leroy Sané,AM,90,0,0,1,0,0,0,1,0,3,1,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Sacha Boey,DM,80,0,0,1,0,1,0,0,1,3,3,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Raphaël Guerreiro,"DF,MF",10,0,0,0,0,0,0,0,0,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Leon Goretzka,DM,70,0,0,2,0,1,0,0,1,2,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Mathys Tel,"FW,MF",20,0,0,2,0,0,0,0,0,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Aleksandar Pavlovic,DM,59,0,0,0,0,0,0,1,1,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Thomas Müller,"FW,MF",31,0,0,0,0,0,0,0,0,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Noussair Mazraoui,DM,90,0,0,1,1,0,0,3,2,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Kim Min-jae,CB,90,0,0,0,0,0,0,2,5,0,1,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Eric Dier,CB,90,0,0,0,0,0,0,0,1,4,1,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Dayot Upamecano,CB,59,0,0,0,0,0,0,2,1,1,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Joshua Kimmich,"DF,MF",31,0,0,0,0,0,0,1,1,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Manuel Neuer,GK,90,0,0,0,0,0,0,0,0,0,0,Bayern Munich,cb3e9794,February-10-2024,2023-2024
16 Players,,990,0,0,9,1,2,0,10,14,13,13,Bayern Munich,cb3e9794,February-10-2024,2023-2024
Lucas Höler,FW,83,0,0,2,1,0,0,1,0,0,1,Freiburg,4ffd6c40,August-26-2023,2023-2024
Noah Weißhaupt,"FW,MF",7,0,1,1,0,0,0,0,0,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Roland Sallai,FW,60,0,0,4,3,0,0,0,0,1,2,Freiburg,4ffd6c40,August-26-2023,2023-2024
Maximilian Philipp,"FW,MF",30,1,0,3,1,0,0,0,0,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Vincenzo Grifo,LW,90,0,0,3,1,0,0,0,0,0,2,Freiburg,4ffd6c40,August-26-2023,2023-2024
Ritsu Doan,RW,70,0,0,1,0,0,0,1,1,1,1,Freiburg,4ffd6c40,August-26-2023,2023-2024
Michael Gregoritsch,"FW,MF",20,0,0,1,0,0,0,0,0,1,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Nicolas Höfler,CM,90,0,0,3,0,1,0,0,4,2,1,Freiburg,4ffd6c40,August-26-2023,2023-2024
Maximilian Eggestein,CM,90,0,0,2,0,0,0,0,2,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Lukas Kübler,LB,83,0,0,1,1,1,0,1,1,2,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Kenneth Schmidt,DF,7,0,0,0,0,0,0,0,0,1,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Philipp Lienhart,CB,90,0,0,0,0,0,0,1,2,1,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Matthias Ginter,CB,90,0,0,1,0,0,0,0,2,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Kiliann Sildillia,RB,90,0,0,1,0,0,0,1,1,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
Noah Atubolu,GK,90,0,0,0,0,0,0,0,0,0,0,Freiburg,4ffd6c40,August-26-2023,2023-2024
15 Players,,990,1,1,23,7,2,0,5,13,9,7,Freiburg,4ffd6c40,August-26-2023,2023-2024
Marvin Ducksch,FW,86,0,0,3,0,0,0,0,0,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Dawid Kownacki,"FW,MF",4,0,0,0,0,0,0,0,0,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Niclas Füllkrug,FW,90,0,0,4,2,0,0,0,0,1,2,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Anthony Jung,LW,90,0,0,0,0,0,0,1,0,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Jens Stage,AM,90,0,0,2,0,0,0,0,0,1,2,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Romano Schmid,AM,86,0,0,2,0,1,0,0,1,2,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Ilia Gruev,MF,4,0,0,0,0,0,0,0,0,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Mitchell Weiser,RW,71,0,0,3,0,0,0,1,1,1,3,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Leonardo Bittencourt,"FW,MF",19,0,0,0,0,0,0,0,0,0,1,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Christian Groß,DM,78,0,0,0,0,0,0,2,5,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Senne Lynen,MF,12,0,0,0,0,0,0,0,0,0,1,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Niklas Stark,CB,90,0,0,0,0,0,0,0,0,2,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Amos Pieper,CB,90,0,0,0,0,0,0,1,3,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Marco Friedl,CB,90,0,0,1,0,1,0,1,1,1,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Jiří Pavlenka,GK,90,0,0,0,0,0,0,0,0,0,0,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
15 Players,,990,0,0,15,2,2,0,6,11,8,9,Werder Bremen,4ffd6c40,August-26-2023,2023-2024
Benedict Hollerbach,FW,60,0,0,2,0,0,0,0,0,1,2,Union Berlin,a5477209,March-2-2024,2023-2024
Yorbe Vertessen,"FW,MF",30,0,0,1,0,1,0,0,0,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Kevin Volland,FW,90,0,0,3,2,0,0,0,2,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Jérôme Roussillon,LM,68,0,0,1,0,0,0,3,1,0,1,Union Berlin,a5477209,March-2-2024,2023-2024
Christopher Trimmel,"DF,FW",22,0,0,0,0,0,0,1,0,0,0,Union Berlin,a5477209,March-2-2024,2023-2024
András Schäfer,CM,90,0,0,2,1,0,0,1,0,1,1,Union Berlin,a5477209,March-2-2024,2023-2024
Rani Khedira,CM,68,0,0,0,0,0,0,3,0,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Brenden Aaronson,"FW,MF",22,0,0,1,0,0,0,0,0,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Lucas Tousart,CM,60,0,0,1,0,0,0,1,2,2,0,Union Berlin,a5477209,March-2-2024,2023-2024
Janik Haberer,"FW,MF",30,0,0,0,0,1,0,1,1,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Josip Juranović,RM,90,0,0,0,0,0,0,0,3,0,0,Union Berlin,a5477209,March-2-2024,2023-2024
Diogo Leite,CB,80,0,0,2,0,0,0,1,2,1,2,Union Berlin,a5477209,March-2-2024,2023-2024
Chris Bedia,FW,10,0,0,0,0,0,0,0,0,1,0,Union Berlin,a5477209,March-2-2024,2023-2024
Kevin Vogt,CB,90,0,0,1,0,0,0,0,2,0,0,Union Berlin,a5477209,March-2-2024,2023-2024
Danilho Doekhi,CB,90,0,0,0,0,0,0,0,2,0,1,Union Berlin,a5477209,March-2-2024,2023-2024
Frederik Rønnow,GK,90,0,0,0,0,0,0,0,0,0,0,Union Berlin,a5477209,March-2-2024,2023-2024
16 Players,,990,0,0,14,3,2,0,11,15,11,7,Union Berlin,a5477209,March-2-2024,2023-2024
Niclas Füllkrug,FW,90,0,1,2,1,0,0,0,0,2,0,Dortmund,a5477209,March-2-2024,2023-2024
Karim Adeyemi,AM,77,1,0,2,1,0,0,1,0,2,2,Dortmund,a5477209,March-2-2024,2023-2024
Jamie Gittens,MF,13,0,0,2,0,0,0,0,0,0,0,Dortmund,a5477209,March-2-2024,2023-2024
Julian Brandt,AM,65,0,0,1,1,0,0,0,1,0,1,Dortmund,a5477209,March-2-2024,2023-2024
Salih Özcan,MF,25,0,0,0,0,0,0,0,0,0,2,Dortmund,a5477209,March-2-2024,2023-2024
Jadon Sancho,AM,87,0,0,1,0,0,0,0,0,1,0,Dortmund,a5477209,March-2-2024,2023-2024
Ramy Bensebaini,"DF,MF",3,0,0,0,0,0,0,0,0,0,0,Dortmund,a5477209,March-2-2024,2023-2024
Marcel Sabitzer,DM,90,0,0,2,1,0,0,2,0,0,1,Dortmund,a5477209,March-2-2024,2023-2024
Emre Can,DM,90,0,0,0,0,0,0,0,1,0,0,Dortmund,a5477209,March-2-2024,2023-2024
Ian Maatsen,LB,90,1,0,2,2,0,0,3,1,1,1,Dortmund,a5477209,March-2-2024,2023-2024
Nico Schlotterbeck,CB,90,0,0,1,1,0,0,4,4,0,1,Dortmund,a5477209,March-2-2024,2023-2024
Niklas Süle,CB,90,0,0,0,0,0,0,2,3,1,0,Dortmund,a5477209,March-2-2024,2023-2024
Julian Ryerson,RB,90,0,0,0,0,1,0,0,0,1,2,Dortmund,a5477209,March-2-2024,2023-2024
Alexander Meyer,GK,90,0,0,0,0,0,0,0,0,0,0,Dortmund,a5477209,March-2-2024,2023-2024
14 Players,,990,2,1,13,7,1,0,12,10,8,10,Dortmund,a5477209,March-2-2024,2023-2024
Jonathan Burkardt,FW,87,1,0,1,1,0,0,0,0,2,1,Mainz 05,7e9375f7,March-2-2024,2023-2024
Danny da Costa,"DF,MF",3,0,0,0,0,0,0,0,0,1,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Lee Jae-sung,AM,67,0,1,3,0,0,0,1,0,0,2,Mainz 05,7e9375f7,March-2-2024,2023-2024
Karim Onisiwo,"FW,MF",23,0,0,1,1,0,0,0,0,0,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Brajan Gruda,AM,67,0,0,2,0,0,0,1,0,0,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Tom Krauß,MF,23,0,0,1,0,0,0,1,1,1,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Phillipp Mwene,DM,90,0,0,2,0,1,0,0,0,1,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Nadiem Amiri,DM,90,0,0,2,0,1,0,2,0,0,6,Mainz 05,7e9375f7,March-2-2024,2023-2024
Leandro Barreiro Martins,DM,90,0,0,3,0,1,0,0,1,3,5,Mainz 05,7e9375f7,March-2-2024,2023-2024
Silvan Widmer,DM,75,0,0,1,1,0,0,0,1,1,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Marco Richter,"FW,MF",15,0,0,0,0,0,0,0,0,0,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Sepp van den Berg,CB,90,0,0,2,0,0,0,0,1,0,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
Josuha Guilavogui,CB,90,0,0,0,0,0,0,4,2,1,1,Mainz 05,7e9375f7,March-2-2024,2023-2024
Dominik Kohr,CB,83,0,0,1,0,2,1,1,3,1,1,Mainz 05,7e9375f7,March-2-2024,2023-2024
Robin Zentner,GK,90,0,0,0,0,0,0,0,0,0,0,Mainz 05,7e9375f7,March-2-2024,2023-2024
15 Players,,983,1,1,19,3,5,1,10,9,11,16,Mainz 05,7e9375f7,March-2-2024,2023-2024
Nathan N'Goumou,FW,77,1,0,2,2,1,0,0,0,1,1,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Robin Hack,"FW,MF",13,0,0,0,0,0,0,0,0,0,1,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Jordan Pefok,FW,90,0,0,2,1,0,0,0,0,3,2,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Franck Honorat,FW,90,0,0,1,0,0,0,1,0,1,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Florian Neuhaus,CM,78,0,1,2,1,0,0,0,0,2,3,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Rocco Reitz,MF,12,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Julian Weigl,CM,90,0,0,0,0,0,0,1,1,2,2,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Manu Koné,CM,89,0,0,1,1,0,0,1,1,3,1,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Grant Ranos,FW,1,0,0,2,0,0,0,0,0,0,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Maximilian Wöber,LB,90,0,0,1,0,0,0,3,1,2,1,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Ko Itakura,CB,90,0,0,1,0,0,0,4,0,1,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Nico Elvedi,CB,90,0,0,1,0,0,0,1,2,0,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Stefan Lainer,RB,45,0,0,0,0,0,0,2,1,0,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Luca Netz,"DF,MF",45,0,0,1,0,0,0,0,1,1,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
15 Players,,990,1,1,14,5,1,0,13,7,16,11,Mönchengladbach,7e9375f7,March-2-2024,2023-2024
Alassane Pléa,FW,82,1,0,2,2,0,0,0,0,0,3,Mönchengladbach,3037667d,November-10-2023,2023-2024
Nathan N'Goumou,"FW,MF",8,0,0,2,1,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Tomáš Čvančara,FW,76,1,0,4,2,0,0,0,0,1,1,Mönchengladbach,3037667d,November-10-2023,2023-2024
Florian Neuhaus,MF,14,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Luca Netz,LM,90,0,1,2,0,0,0,0,0,1,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Manu Koné,CM,76,0,0,1,0,0,0,0,0,0,4,Mönchengladbach,3037667d,November-10-2023,2023-2024
Christoph Kramer,MF,14,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Julian Weigl,CM,90,0,0,0,0,0,0,3,1,1,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Rocco Reitz,CM,86,1,0,2,1,0,0,3,2,1,2,Mönchengladbach,3037667d,November-10-2023,2023-2024
Grant Ranos,FW,4,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Franck Honorat,RM,90,1,1,1,1,0,0,0,0,1,1,Mönchengladbach,3037667d,November-10-2023,2023-2024
Maximilian Wöber,CB,82,0,0,0,0,0,0,0,4,1,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Fabio Chiarodia,DF,8,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Nico Elvedi,CB,90,0,0,1,1,1,0,0,2,1,1,Mönchengladbach,3037667d,November-10-2023,2023-2024
Joe Scally,CB,90,0,1,0,0,0,0,3,1,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
Moritz Nicolas,GK,90,0,0,0,0,0,0,0,0,0,0,Mönchengladbach,3037667d,November-10-2023,2023-2024
16 Players,,990,4,3,15,8,1,0,9,10,7,12,Mönchengladbach,3037667d,November-10-2023,2023-2024
Jonas Wind,FW,90,0,0,5,1,0,0,1,1,0,1,Wolfsburg,3037667d,November-10-2023,2023-2024
Tiago Tomás,FW,53,0,0,0,0,0,0,0,1,1,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Lovro Majer,"FW,MF",37,0,0,1,0,0,0,2,0,1,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Jakub Kamiński,LM,54,0,0,1,1,0,0,0,0,0,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Ridle Baku,"DF,MF",36,0,0,1,0,0,0,0,0,1,1,Wolfsburg,3037667d,November-10-2023,2023-2024
Maximilian Arnold,CM,90,0,0,1,1,1,0,1,4,1,1,Wolfsburg,3037667d,November-10-2023,2023-2024
Aster Vranckx,CM,90,0,0,1,1,1,0,1,1,4,2,Wolfsburg,3037667d,November-10-2023,2023-2024
Kevin Paredes,RM,66,0,0,1,0,0,0,1,4,0,2,Wolfsburg,3037667d,November-10-2023,2023-2024
Václav Černý,"FW,MF",24,0,0,0,0,0,0,1,1,0,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Rogério,LB,45,0,0,0,0,0,0,0,0,0,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Nicolas Cozza,DF,45,0,0,0,0,1,0,1,0,0,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Cedric Zesiger,CB,90,0,0,1,0,0,0,0,2,2,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Sebastiaan Bornauw,CB,90,0,0,0,0,0,0,2,1,1,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Joakim Mæhle,RB,90,0,0,0,0,0,0,1,1,1,0,Wolfsburg,3037667d,November-10-2023,2023-2024
Koen Casteels,GK,90,0,0,0,0,0,0,0,0,0,0,Wolfsburg,3037667d,November-10-2023,2023-2024
15 Players,,990,0,0,12,4,3,0,11,16,12,7,Wolfsburg,3037667d,November-10-2023,2023-2024
Benjamin Šeško,FW,75,1,0,3,1,0,0,0,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Christoph Baumgartner,"FW,MF",15,0,0,0,0,0,0,0,0,1,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Loïs Openda,FW,85,1,0,2,1,0,0,0,0,1,2,RB Leipzig,dc48a914,April-13-2024,2023-2024
Elif Elmas,"FW,MF",5,0,0,0,0,0,0,1,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Xavi Simons,LW,90,0,1,0,0,1,0,0,1,3,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
Dani Olmo,RW,90,1,0,6,3,0,0,0,0,1,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
Xaver Schlager,CM,75,0,1,0,0,1,0,5,0,2,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
Nicolas Seiwald,MF,15,0,0,0,0,0,0,0,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Amadou Haidara,CM,85,0,0,0,0,0,0,1,2,0,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
El Chadaille Bitshiabu,DF,5,0,0,0,0,0,0,0,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Benjamin Henrichs,LB,90,0,0,1,0,0,0,4,0,2,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
Castello Lukeba,CB,90,0,0,0,0,0,0,1,1,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Willi Orban,CB,90,0,0,2,0,0,0,1,3,0,1,RB Leipzig,dc48a914,April-13-2024,2023-2024
Mohamed Simakan,RB,78,0,0,2,1,0,0,2,1,2,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Lukas Klostermann,"DF,MF",12,0,0,0,0,0,0,0,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
Péter Gulácsi,GK,90,0,0,0,0,0,0,0,0,0,0,RB Leipzig,dc48a914,April-13-2024,2023-2024
16 Players,,990,3,2,16,6,2,0,15,8,12,8,RB Leipzig,dc48a914,April-13-2024,2023-2024
Kevin Behrens,FW,77,0,0,0,0,1,0,1,0,2,1,Wolfsburg,dc48a914,April-13-2024,2023-2024
Jonas Wind,"FW,MF",13,0,0,1,0,0,0,0,0,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Amin Sarr,AM,54,0,0,0,0,0,0,0,0,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Lovro Majer,"FW,MF",36,0,0,0,0,0,0,2,0,0,2,Wolfsburg,dc48a914,April-13-2024,2023-2024
Ridle Baku,AM,77,0,0,0,0,0,0,2,1,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Tiago Tomás,"FW,MF",13,0,0,0,0,0,0,0,0,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Yannick Gerhardt,DM,90,0,0,3,1,0,0,1,0,0,1,Wolfsburg,dc48a914,April-13-2024,2023-2024
Aster Vranckx,DM,90,0,0,0,0,0,0,2,1,1,2,Wolfsburg,dc48a914,April-13-2024,2023-2024
Maximilian Arnold,DM,90,0,0,2,1,0,0,4,0,1,3,Wolfsburg,dc48a914,April-13-2024,2023-2024
Kilian Fischer,DM,65,0,0,2,0,1,0,1,0,1,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Joakim Mæhle,"DF,MF",25,0,0,0,0,0,0,1,0,0,1,Wolfsburg,dc48a914,April-13-2024,2023-2024
Cedric Zesiger,CB,90,0,0,1,0,0,0,1,1,1,1,Wolfsburg,dc48a914,April-13-2024,2023-2024
Sebastiaan Bornauw,CB,90,0,0,0,0,0,0,0,2,1,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Moritz Jenz,CB,54,0,0,0,0,1,0,0,0,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Mattias Svanberg,MF,36,0,0,1,1,1,0,0,0,1,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
Pavao Pervan,GK,90,0,0,0,0,0,0,0,0,0,0,Wolfsburg,dc48a914,April-13-2024,2023-2024
16 Players,,990,0,0,10,3,4,0,15,5,8,11,Wolfsburg,dc48a914,April-13-2024,2023-2024
Karim Adeyemi,FW,60,0,0,2,1,0,0,1,0,1,3,Dortmund,14f21084,May-18-2024,2023-2024
Donyell Malen,"FW,MF",30,1,0,4,2,0,0,0,0,0,0,Dortmund,14f21084,May-18-2024,2023-2024
Niclas Füllkrug,FW,60,0,0,0,0,0,0,0,0,0,0,Dortmund,14f21084,May-18-2024,2023-2024
Julian Brandt,"FW,MF",30,1,0,1,1,0,0,0,0,0,0,Dortmund,14f21084,May-18-2024,2023-2024
Jadon Sancho,FW,72,0,1,1,0,0,0,0,0,0,0,Dortmund,14f21084,May-18-2024,2023-2024
Jamie Gittens,MF,18,0,0,0,0,0,0,0,0,1,0,Dortmund,14f21084,May-18-2024,2023-2024
Marco Reus,CM,81,1,1,5,1,0,0,0,0,2,1,Dortmund,14f21084,May-18-2024,2023-2024
Felix Nmecha,MF,9,0,0,1,0,0,0,0,0,0,1,Dortmund,14f21084,May-18-2024,2023-2024
